id,glyph_modern,glyph_trad,pinyin,pinyin_tone,radical,pictograph_type,geometry,semantics,evolution,svg_jiaguwen,svg_modern,svg_url,thumbnail_url,meaning_zh,meaning_en,mnemonic_zh,mnemonic_en,embedding,inscription_count,verified,source,created_at,updated_at,meaning_it,strokes,difficulty,set_id,status,mnemonic_image_url,mnemonic_svg,mnemonic_story_en,mnemonic_story_zh,mnemonic_story_it,etymology,mnemonic_it,stroke_count,example_word_zh,example_word_en,illustration_url,glyph_oracle,tags,source_id,image_url,visual_description,hsk_level,renjiao_grade,renjiao_lesson,renjiao_type,ai_filled_at,human_edited_at,ai_confidence,needs_review,first_source_label
70dd3cbf-6dae-4e77-99bc-a705acd8a7b2,走,null,zǒu,null,走,pictogram,{},{},{},null,null,null,null,走路或跑步，用脚移动。,"To walk or run, to move on foot.",一个人摆动双臂大步向前走。,A person with swinging arms taking big strides forward.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:52:59.707893+00,2026-04-18 09:52:59.707893+00,"Camminare o correre, muoversi a piedi.",null,2,actions,draft,null,null,null,null,null,The oracle bone character shows a person in motion with arms swinging. The top part represents the torso and arms while the bottom shows the legs in a walking stance.,Una persona con le braccia oscillanti che fa grandi passi in avanti.,7,走路,to walk,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
ea164065-8597-48cf-9661-d88d7b60ebad,雷,null,léi,null,雨,pictogram,{},{},{},null,null,null,null,雷声，暴风雨中伴随闪电的声音。,"Thunder, the sound accompanying lightning in storms.",上面是雨云，下面是田野，展现自然的电力。,"Rain clouds above with field below, nature's electric power display.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:52:59.931057+00,2026-04-18 09:52:59.931057+00,"Tuono, il suono che accompagna i fulmini nelle tempeste.",null,3,nature,draft,null,null,null,null,null,"The oracle bone form combines the rain radical at the top with field-like patterns below, representing the agricultural impact of thunderstorms. This compound character shows how thunder and rain affect farming.","Nuvole di pioggia sopra con campo sotto, spettacolo del potere elettrico della natura.",13,雷电,thunder and lightning,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
c32914e9-6c57-4198-a877-0794c402c9ae,子,null,zǐ,null,子,pictogram,{},{},{},null,null,null,null,孩子或儿子，代表后代和年幼的人。,"A child or son, representing offspring and young people.",一个大头小身体的婴儿被布包着。,A baby with a big head and tiny body swaddled in cloth.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 10:01:31.963853+00,2026-04-18 10:01:31.963853+00,"Un bambino o figlio, che rappresenta la prole e i giovani.",null,1,people,draft,null,null,null,null,null,"The oracle bone form shows a baby with a large head and small body, emphasizing the proportions of an infant. The character depicts arms outstretched, symbolizing a child reaching out.",Un neonato con una testa grande e un corpicino avvolto in un panno.,3,孩子,child,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
ca591bde-ad5a-48bc-ad05-68b1d1a51019,网,null,wǎng,null,网,pictogram,{},{},{},null,null,null,null,用来捕鱼或捕鸟的网，或网络结构。,"A net used for catching fish or birds, or a network structure.",交叉的绳子形成渔网，有清晰的网格图案。,Crossed strings forming a fishing net with a clear grid pattern.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 10:01:32.172997+00,2026-04-18 10:01:32.172997+00,"Una rete usata per catturare pesci o uccelli, o una struttura di rete.",null,2,objects,draft,null,null,null,null,null,"The oracle bone script shows intersecting lines forming a mesh pattern, directly depicting a hunting or fishing net. The ancient form clearly resembles the woven structure of nets used by early hunters and fishermen.",Corde incrociate che formano una rete da pesca con un motivo a griglia chiaro.,6,网络,network,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
3b5bf2ed-d101-4177-8ad5-5b10af2bea8f,鼠,null,shǔ,null,鼠,pictogram,{},{},{},null,null,null,null,老鼠，代表小型啮齿动物。,"A mouse or rat, representing small rodents.",一只有突出牙齿、长尾巴和四条腿的啮齿动物在跑来跑去。,"A rodent with prominent teeth, long tail, and four legs scurrying around.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 10:01:32.35244+00,2026-04-18 10:01:32.35244+00,"Un topo o ratto, che rappresenta i piccoli roditori.",null,3,animals,draft,null,null,null,null,null,"The oracle bone form depicts a small animal with a long tail, pointed snout, and visible teeth. The character clearly shows the distinctive features of a rodent, with emphasis on the tail and gnawing teeth that characterize mice and rats.","Un roditore con denti prominenti, coda lunga e quattro zampe che scorrazza.",13,老鼠,mouse,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
5b6b93ae-e81d-4055-9134-eb6b741f670b,酒,null,jiǔ,null,酉,pictogram,{},{},{},null,null,null,null,通过发酵制成的酒精饮料或酒。,Alcoholic beverage or wine made through fermentation.,一个装着液体的陶罐，代表储存在容器中的发酵饮料。,"A clay jar with liquid inside, representing fermented beverages stored in vessels.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 10:01:32.598927+00,2026-04-18 10:01:32.598927+00,Bevanda alcolica o vino prodotto attraverso la fermentazione.,null,2,objects,draft,null,null,null,null,null,"The oracle bone form shows a ceremonial wine vessel with liquid drops, indicating alcohol used in rituals. The character combines the radical for wine vessel (酉) with drops, symbolizing the precious fermented liquid used in ancient ceremonies.","Un vaso di argilla con del liquido dentro, che rappresenta bevande fermentate conservate in contenitori.",10,白酒,liquor,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
88f6f28b-9306-4d70-8d26-c83627afad8e,弓,null,gōng,null,弓,pictogram,{},{},{},null,null,null,null,弓，用来射箭的武器。,"Bow, a weapon used for shooting arrows.",一把弯曲的弓准备射箭。,A curved bow ready to shoot an arrow.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 10:08:01.225201+00,2026-04-18 10:08:01.225201+00,"Arco, un'arma usata per tirare frecce.",null,1,objects,draft,null,null,null,null,null,The oracle bone script shows the curved shape of a bow with its string. The pictograph directly represents the weapon's distinctive arched form used in ancient hunting and warfare.,Un arco curvo pronto a scagliare una freccia.,3,弓箭,bow and arrow,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
beb11b33-f5de-4e14-be91-218a32e69101,井,null,jǐng,null,二,pictogram,{},{},{},null,null,null,null,井，挖掘的深洞用来取地下水。,"Well, a deep hole dug to access underground water.",一个方形的井，四角有木制框架支撑。,A square well with wooden frame supports at the corners.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 10:08:01.437287+00,2026-04-18 10:08:01.437287+00,"Pozzo, un buco profondo scavato per accedere all'acqua sotterranea.",null,2,objects,draft,null,null,null,null,null,The oracle bone form depicts a well with its square opening and supporting framework. The ancient character shows the structural elements needed to maintain a water well's integrity.,Un pozzo quadrato con supporti di legno agli angoli.,4,水井,water well,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
8d4035cd-b246-4dc5-a591-a2bc51f3c07a,角,null,jiǎo,null,角,pictogram,{},{},{},null,null,null,null,角，尖锐的突出物或有角度的边缘。,"Horn or corner, a pointed projection or angular edge.",动物的角，有尖锐的顶端和弯曲的底部。,An animal's horn with its pointed tip and curved base.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 10:08:01.664299+00,2026-04-18 10:08:01.664299+00,"Corno o angolo, una sporgenza appuntita o un bordo angolare.",null,2,body,draft,null,null,null,null,null,The oracle bone script shows an animal horn with its characteristic curved shape and pointed end. The ancient form clearly depicts the horn's natural structure as seen on cattle and other horned animals.,Il corno di un animale con la punta aguzza e la base curva.,7,牛角,ox horn,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
f1b33664-e803-4017-b05c-c6175e076e3d,祭,null,jì,null,示,pictogram,{},{},{},null,null,null,null,祭祀，为了纪念祖先或神灵而举行的仪式。,Sacrifice or ritual ceremony to honor ancestors or deities.,双手在祭坛上向上天神灵献上肉食。,Hands offering meat on an altar to the spirits above.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 10:08:01.836166+00,2026-04-18 10:08:01.836166+00,Sacrificio o cerimonia rituale per onorare antenati o divinità.,null,3,actions,draft,null,null,null,null,null,The oracle bone form shows a hand holding meat over an altar or sacrificial table. This complex pictograph combines elements representing the ritual offering of food to ancestors or gods in ancient Chinese religious practices.,Mani che offrono carne su un altare agli spiriti celesti.,11,祭祖,ancestor worship,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
